"LastModified","Created","SizeKB","RelativePath"
"2025-12-02 19:27","2026-02-23","6.1","bmad\.bmad\bmb\agents\bmad-builder.md"
"2025-12-02 19:27","2026-02-23","7.8","bmad\.bmad\bmb\README.md"
"2025-12-02 19:27","2026-02-23","9.8","bmad\.bmad\bmb\docs\workflows\step-template.md"
"2025-12-02 19:27","2026-02-23","7.3","bmad\.bmad\bmb\docs\agents\agent-compilation.md"
"2025-12-02 19:27","2026-02-23","0.6","bmad\bmad-core-agents-bmad-master.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\bmad-bmm-workflows-sprint-planning.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\bmad-bmm-workflows-retrospective.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\bmad-bmm-workflows-workflow-status.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\bmad-bmm-workflows-workflow-init.md"
"2025-12-02 19:27","2026-02-23","6.7","bmad\.bmad\bmb\docs\agents\simple-agent-architecture.md"
"2025-12-02 19:27","2026-02-23","1.8","bmad\.bmad\bmb\docs\workflows\index.md"
"2025-12-02 19:27","2026-02-23","5.5","bmad\.bmad\bmb\docs\agents\understanding-agent-types.md"
"2025-12-02 19:27","2026-02-23","9.8","bmad\.bmad\bmb\docs\workflows\csv-data-file-standards.md"
"2025-12-02 19:27","2026-02-23","8.2","bmad\.bmad\bmb\docs\workflows\intent-vs-prescriptive-spectrum.md"
"2025-12-02 19:27","2026-02-23","9.5","bmad\.bmad\bmb\docs\agents\expert-agent-architecture.md"
"2025-12-02 19:27","2026-02-23","11.2","bmad\.bmad\bmb\docs\agents\agent-menu-patterns.md"
"2025-12-02 19:27","2026-02-23","10.5","bmad\.bmad\bmb\docs\agents\module-agent-architecture.md"
"2025-12-02 19:27","2026-02-23","2","bmad\.bmad\bmb\docs\agents\index.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\bmad-bmm-workflows-quick-dev.md"
"2025-12-02 19:27","2026-02-23","1","bmad\bmad-bmm-workflows-code-review.md"
"2025-12-02 19:27","2026-02-23","0.6","bmad\bmad-bmm-agents-ux-designer.md"
"2025-12-02 19:27","2026-02-23","1.2","bmad\bmad-bmm-workflows-create-epics-and-stories.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\bmad-bmm-workflows-correct-course.md"
"2025-12-02 19:27","2026-02-23","2.5","bmad\.bmad\bmb\docs\workflows\terms.md"
"2025-12-02 19:27","2026-02-23","0.6","bmad\bmad-bmm-agents-tech-writer.md"
"2025-12-02 19:27","2026-02-23","5.8","bmad\.bmad\bmb\docs\workflows\architecture.md"
"2025-12-02 19:27","2026-02-23","6.2","bmad\.bmad\bmb\docs\workflows\workflow-template.md"
"2025-12-02 19:27","2026-02-23","0.1","bmad\.bmad\bmb\reference\README.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\bmad-bmm-workflows-dev-story.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\bmad-bmm-workflows-create-tech-spec.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\bmad-bmm-workflows-implementation-readiness.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\bmad-bmm-workflows-document-project.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\bmad-bmm-workflows-create-story.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\bmad-bmm-workflows-create-excalidraw-diagram.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\bmad-bmm-workflows-create-excalidraw-dataflow.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\bmad-bmm-workflows-create-excalidraw-wireframe.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\bmad-bmm-workflows-create-excalidraw-flowchart.md"
"2025-12-02 19:27","2026-02-23","7.9","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-03-core-experience.md"
"2025-12-02 19:27","2026-02-23","7.9","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-04-emotional-response.md"
"2025-12-02 19:27","2026-02-23","7.4","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-02-discovery.md"
"2025-12-02 19:27","2026-02-23","6","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","4.6","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-01b-continue.md"
"2025-12-02 19:27","2026-02-23","8.1","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-08-visual-foundation.md"
"2025-12-02 19:27","2026-02-23","8.3","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-09-design-directions.md"
"2025-12-02 19:27","2026-02-23","8.4","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-07-defining-experience.md"
"2025-12-02 19:27","2026-02-23","8.3","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-05-inspiration.md"
"2025-12-02 19:27","2026-02-23","8.5","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-06-design-system.md"
"2025-12-02 19:27","2026-02-23","9.5","bmad\.bmad\bmm\workflows\1-analysis\research\technical-steps\step-02-technical-overview.md"
"2025-12-02 19:27","2026-02-23","10.1","bmad\.bmad\bmm\workflows\1-analysis\research\technical-steps\step-03-integration-patterns.md"
"2025-12-02 19:27","2026-02-23","5.4","bmad\.bmad\bmm\workflows\1-analysis\research\technical-steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","6","bmad\.bmad\bmm\workflows\1-analysis\research\market-steps\step-05-competitive-analysis.md"
"2025-12-02 19:27","2026-02-23","19.1","bmad\.bmad\bmm\workflows\1-analysis\research\market-steps\step-06-research-completion.md"
"2025-12-02 19:27","2026-02-23","0.2","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\ux-design-template.md"
"2025-12-02 19:27","2026-02-23","2","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\workflow.md"
"2025-12-02 19:27","2026-02-23","21","bmad\.bmad\bmm\workflows\1-analysis\research\technical-steps\step-06-research-synthesis.md"
"2025-12-02 19:27","2026-02-23","7.4","bmad\.bmad\bmm\workflows\1-analysis\research\technical-steps\step-04-architectural-patterns.md"
"2025-12-02 19:27","2026-02-23","8.1","bmad\.bmad\bmm\workflows\1-analysis\research\technical-steps\step-05-implementation-research.md"
"2025-12-02 19:27","2026-02-23","9.1","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-06-innovation.md"
"2025-12-02 19:27","2026-02-23","8.8","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-07-project-type.md"
"2025-12-02 19:27","2026-02-23","9.2","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-05-domain.md"
"2025-12-02 19:27","2026-02-23","9.5","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-03-success.md"
"2025-12-02 19:27","2026-02-23","11.1","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-04-journeys.md"
"2025-12-02 19:27","2026-02-23","7.2","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-11-complete.md"
"2025-12-02 19:27","2026-02-23","0.3","bmad\.bmad\bmm\workflows\3-solutioning\architecture\architecture-decision-template.md"
"2025-12-02 19:27","2026-02-23","9.9","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-10-nonfunctional.md"
"2025-12-02 19:27","2026-02-23","8.9","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-08-scoping.md"
"2025-12-02 19:27","2026-02-23","9.8","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-09-functional.md"
"2025-12-02 19:27","2026-02-23","8.8","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-13-responsive-accessibility.md"
"2025-12-02 19:27","2026-02-23","8.3","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-14-complete.md"
"2025-12-02 19:27","2026-02-23","7.7","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-12-ux-patterns.md"
"2025-12-02 19:27","2026-02-23","8.1","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-10-user-journeys.md"
"2025-12-02 19:27","2026-02-23","8.4","bmad\.bmad\bmm\workflows\2-plan-workflows\create-ux-design\steps\step-11-component-strategy.md"
"2025-12-02 19:27","2026-02-23","4.3","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-01b-continue.md"
"2025-12-02 19:27","2026-02-23","10.1","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-02-discovery.md"
"2025-12-02 19:27","2026-02-23","5.9","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","0.1","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\prd-template.md"
"2025-12-02 19:27","2026-02-23","2.9","bmad\.bmad\bmm\workflows\2-plan-workflows\prd\workflow.md"
"2025-12-02 19:27","2026-02-23","10.1","bmad\.bmad\bmm\workflows\1-analysis\research\market-steps\step-04-customer-decisions.md"
"2025-12-02 19:27","2026-02-23","20.9","bmad\.bmad\bmm\testarch\knowledge\test-healing-patterns.md"
"2025-12-02 19:27","2026-02-23","14.4","bmad\.bmad\bmm\testarch\knowledge\test-levels-framework.md"
"2025-12-02 19:27","2026-02-23","19.3","bmad\.bmad\bmm\testarch\knowledge\selector-resilience.md"
"2025-12-02 19:27","2026-02-23","20.5","bmad\.bmad\bmm\testarch\knowledge\risk-governance.md"
"2025-12-02 19:27","2026-02-23","21.3","bmad\.bmad\bmm\testarch\knowledge\selective-testing.md"
"2025-12-02 19:27","2026-02-23","16.5","bmad\.bmad\bmm\testarch\knowledge\visual-debugging.md"
"2025-12-02 19:27","2026-02-23","0.2","bmad\.bmad\bmm\workflows\1-analysis\product-brief\product-brief.template.md"
"2025-12-02 19:27","2026-02-23","13.7","bmad\.bmad\bmm\testarch\knowledge\timing-debugging.md"
"2025-12-02 19:27","2026-02-23","11.2","bmad\.bmad\bmm\testarch\knowledge\test-priorities-matrix.md"
"2025-12-02 19:27","2026-02-23","24","bmad\.bmad\bmm\testarch\knowledge\test-quality.md"
"2025-12-02 19:27","2026-02-23","15.9","bmad\.bmad\bmm\testarch\knowledge\network-first.md"
"2025-12-02 19:27","2026-02-23","8","bmad\.bmad\bmm\testarch\knowledge\network-recorder.md"
"2025-12-02 19:27","2026-02-23","7.6","bmad\.bmad\bmm\testarch\knowledge\network-error-monitor.md"
"2025-12-02 19:27","2026-02-23","8.1","bmad\.bmad\bmm\testarch\knowledge\intercept-network-call.md"
"2025-12-02 19:27","2026-02-23","7.8","bmad\.bmad\bmm\testarch\knowledge\log.md"
"2025-12-02 19:27","2026-02-23","18.8","bmad\.bmad\bmm\testarch\knowledge\probability-impact.md"
"2025-12-02 19:27","2026-02-23","8.4","bmad\.bmad\bmm\testarch\knowledge\recurse.md"
"2025-12-02 19:27","2026-02-23","20.7","bmad\.bmad\bmm\testarch\knowledge\playwright-config.md"
"2025-12-02 19:27","2026-02-23","26","bmad\.bmad\bmm\testarch\knowledge\nfr-criteria.md"
"2025-12-02 19:27","2026-02-23","8.7","bmad\.bmad\bmm\testarch\knowledge\overview.md"
"2025-12-02 19:27","2026-02-23","7.1","bmad\.bmad\bmm\workflows\1-analysis\research\domain-steps\step-04-regulatory-focus.md"
"2025-12-02 19:27","2026-02-23","7.6","bmad\.bmad\bmm\workflows\1-analysis\research\domain-steps\step-05-technical-trends.md"
"2025-12-02 19:27","2026-02-23","9.7","bmad\.bmad\bmm\workflows\1-analysis\research\domain-steps\step-03-competitive-landscape.md"
"2025-12-02 19:27","2026-02-23","5.3","bmad\.bmad\bmm\workflows\1-analysis\research\domain-steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","8.8","bmad\.bmad\bmm\workflows\1-analysis\research\domain-steps\step-02-domain-analysis.md"
"2025-12-02 19:27","2026-02-23","7","bmad\.bmad\bmm\workflows\1-analysis\research\market-steps\step-02-customer-insights.md"
"2025-12-02 19:27","2026-02-23","9.7","bmad\.bmad\bmm\workflows\1-analysis\research\market-steps\step-03-customer-pain-points.md"
"2025-12-02 19:27","2026-02-23","9.3","bmad\.bmad\bmm\workflows\1-analysis\research\market-steps\step-02-customer-behavior.md"
"2025-12-02 19:27","2026-02-23","16.9","bmad\.bmad\bmm\workflows\1-analysis\research\domain-steps\step-06-research-synthesis.md"
"2025-12-02 19:27","2026-02-23","6.3","bmad\.bmad\bmm\workflows\1-analysis\research\market-steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","7.1","bmad\.bmad\bmm\workflows\1-analysis\product-brief\steps\step-02-vision.md"
"2025-12-02 19:27","2026-02-23","7.6","bmad\.bmad\bmm\workflows\1-analysis\product-brief\steps\step-03-users.md"
"2025-12-02 19:27","2026-02-23","5.8","bmad\.bmad\bmm\workflows\1-analysis\product-brief\steps\step-01b-continue.md"
"2025-12-02 19:27","2026-02-23","2.9","bmad\.bmad\bmm\workflows\1-analysis\product-brief\workflow.md"
"2025-12-02 19:27","2026-02-23","6.8","bmad\.bmad\bmm\workflows\1-analysis\product-brief\steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","0.3","bmad\.bmad\bmm\workflows\1-analysis\research\research.template.md"
"2025-12-02 19:27","2026-02-23","8.1","bmad\.bmad\bmm\workflows\1-analysis\research\workflow.md"
"2025-12-02 19:27","2026-02-23","7.9","bmad\.bmad\bmm\workflows\1-analysis\product-brief\steps\step-06-complete.md"
"2025-12-02 19:27","2026-02-23","8","bmad\.bmad\bmm\workflows\1-analysis\product-brief\steps\step-04-metrics.md"
"2025-12-02 19:27","2026-02-23","8.2","bmad\.bmad\bmm\workflows\1-analysis\product-brief\steps\step-05-scope.md"
"2025-12-02 19:27","2026-02-23","7.8","bmad\.bmad\bmb\reference\agents\expert-examples\journal-keeper\README.md"
"2025-12-02 19:27","2026-02-23","9.1","bmad\.bmad\bmb\workflows\workflow-compliance-check\steps\step-03-step-validation.md"
"2025-12-02 19:27","2026-02-23","10","bmad\.bmad\bmb\workflows\workflow-compliance-check\steps\step-04-file-validation.md"
"2025-12-02 19:27","2026-02-23","8.3","bmad\.bmad\bmb\workflows\workflow-compliance-check\steps\step-02-workflow-validation.md"
"2025-12-02 19:27","2026-02-23","3","bmad\.bmad\bmb\workflows\workflow-compliance-check\workflow.md"
"2025-12-02 19:27","2026-02-23","5.5","bmad\.bmad\bmb\workflows\workflow-compliance-check\steps\step-01-validate-goal.md"
"2025-12-02 19:27","2026-02-23","9.3","bmad\.bmad\bmb\workflows\workflow-compliance-check\steps\step-08-generate-report.md"
"2025-12-02 19:27","2026-02-23","2.5","bmad\.bmad\bmb\workflows\workflow-compliance-check\templates\compliance-report.md"
"2025-12-02 19:27","2026-02-23","9.1","bmad\.bmad\bmb\workflows\workflow-compliance-check\steps\step-07-holistic-analysis.md"
"2025-12-02 19:27","2026-02-23","10.4","bmad\.bmad\bmb\workflows\workflow-compliance-check\steps\step-05-intent-spectrum-validation.md"
"2025-12-02 19:27","2026-02-23","12.4","bmad\.bmad\bmb\workflows\workflow-compliance-check\steps\step-06-web-subprocess-validation.md"
"2025-12-02 19:27","2026-02-23","8.8","bmad\.bmad\bmb\workflows\create-agent\steps\step-07-validate.md"
"2025-12-02 19:27","2026-02-23","7.7","bmad\.bmad\bmb\workflows\create-agent\steps\step-06-build.md"
"2025-12-02 19:27","2026-02-23","6.6","bmad\.bmad\bmb\workflows\create-agent\steps\step-08-setup.md"
"2025-12-02 19:27","2026-02-23","6.4","bmad\.bmad\bmb\workflows\create-agent\steps\step-10-build-tools.md"
"2025-12-02 19:27","2026-02-23","7.4","bmad\.bmad\bmb\workflows\create-agent\steps\step-09-customize.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\.bmad\bmb\workflows\edit-workflow\templates\validation-results.md"
"2025-12-02 19:27","2026-02-23","1","bmad\.bmad\bmb\workflows\edit-workflow\templates\workflow-analysis.md"
"2025-12-02 19:27","2026-02-23","0.5","bmad\.bmad\bmb\workflows\edit-workflow\templates\improvement-log.md"
"2025-12-02 19:27","2026-02-23","7.6","bmad\.bmad\bmb\workflows\create-agent\steps\step-05-name.md"
"2025-12-02 19:27","2026-02-23","8.4","bmad\.bmad\bmb\workflows\create-agent\steps\step-04-commands.md"
"2025-12-02 19:27","2026-02-23","5.5","bmad\.bmad\bmm\agents\analyst.md"
"2025-12-02 19:27","2026-02-23","6.1","bmad\.bmad\bmm\agents\architect.md"
"2025-12-02 19:27","2026-02-23","4.2","bmad\.bmad\bmm\README.md"
"2025-12-02 19:27","2026-02-23","9.8","bmad\.bmad\bmb\workflows-legacy\module-brief\README.md"
"2025-12-02 19:27","2026-02-23","3.7","bmad\.bmad\bmb\workflows-legacy\module-brief\template.md"
"2025-12-02 19:27","2026-02-23","6.2","bmad\.bmad\bmm\agents\sm.md"
"2025-12-02 19:27","2026-02-23","5.8","bmad\.bmad\bmm\agents\tea.md"
"2025-12-02 19:27","2026-02-23","5.1","bmad\.bmad\bmm\agents\quick-flow-solo-dev.md"
"2025-12-02 19:27","2026-02-23","5.4","bmad\.bmad\bmm\agents\dev.md"
"2025-12-02 19:27","2026-02-23","5.8","bmad\.bmad\bmm\agents\pm.md"
"2025-12-02 19:27","2026-02-23","10.7","bmad\.bmad\bmb\workflows-legacy\create-module\module-structure.md"
"2025-12-02 19:27","2026-02-23","4.9","bmad\.bmad\bmb\workflows-legacy\create-module\README.md"
"2025-12-02 19:27","2026-02-23","16.4","bmad\.bmad\bmb\workflows-legacy\create-module\instructions.md"
"2025-12-02 19:27","2026-02-23","4.9","bmad\.bmad\bmb\workflows-legacy\create-module\brainstorm-context.md"
"2025-12-02 19:27","2026-02-23","6.4","bmad\.bmad\bmb\workflows-legacy\create-module\checklist.md"
"2025-12-02 19:27","2026-02-23","2.8","bmad\.bmad\bmb\workflows-legacy\module-brief\checklist.md"
"2025-12-02 19:27","2026-02-23","6.8","bmad\.bmad\bmb\workflows-legacy\module-brief\instructions.md"
"2025-12-02 19:27","2026-02-23","5.8","bmad\.bmad\bmb\workflows-legacy\edit-module\README.md"
"2025-12-02 19:27","2026-02-23","4.9","bmad\.bmad\bmb\workflows-legacy\edit-module\checklist.md"
"2025-12-02 19:27","2026-02-23","11.7","bmad\.bmad\bmb\workflows-legacy\edit-module\instructions.md"
"2025-12-02 19:27","2026-02-23","7.5","bmad\.bmad\bmb\workflows\create-agent\steps\step-11-celebrate.md"
"2025-12-02 19:27","2026-02-23","0.9","bmad\.bmad\bmb\workflows\edit-workflow\templates\improvement-goals.md"
"2025-12-02 19:27","2026-02-23","2.6","bmad\.bmad\bmb\workflows\create-workflow\templates\workflow.md"
"2025-12-02 19:27","2026-02-23","2.7","bmad\.bmad\bmb\workflows\edit-agent\workflow.md"
"2025-12-02 19:27","2026-02-23","7.7","bmad\.bmad\bmb\workflows\edit-agent\steps\step-02-analyze-agent.md"
"2025-12-02 19:27","2026-02-23","4.4","bmad\.bmad\bmb\workflows\edit-agent\steps\step-01-discover-intent.md"
"2025-12-02 19:27","2026-02-23","1.2","bmad\.bmad\bmb\workflows\create-workflow\templates\requirements-section.md"
"2025-12-02 19:27","2026-02-23","0.3","bmad\.bmad\bmb\workflows\create-workflow\templates\project-info.md"
"2025-12-02 19:27","2026-02-23","1.3","bmad\.bmad\bmb\workflows\create-workflow\templates\review-section.md"
"2025-12-02 19:27","2026-02-23","1.1","bmad\.bmad\bmb\workflows\create-workflow\templates\workflow-plan.md"
"2025-12-02 19:27","2026-02-23","3.2","bmad\.bmad\bmb\workflows\create-workflow\templates\step-file.md"
"2025-12-02 19:27","2026-02-23","6.1","bmad\.bmad\bmb\workflows\edit-workflow\steps\step-03-improve.md"
"2025-12-02 19:27","2026-02-23","7","bmad\.bmad\bmb\workflows\edit-workflow\steps\step-02-discover.md"
"2025-12-02 19:27","2026-02-23","5.6","bmad\.bmad\bmb\workflows\edit-workflow\steps\step-04-validate.md"
"2025-12-02 19:27","2026-02-23","1.4","bmad\.bmad\bmb\workflows\edit-workflow\templates\completion-summary.md"
"2025-12-02 19:27","2026-02-23","8.5","bmad\.bmad\bmb\workflows\edit-workflow\steps\step-05-compliance-check.md"
"2025-12-02 19:27","2026-02-23","5.2","bmad\.bmad\bmb\workflows\edit-agent\steps\step-04-apply-changes.md"
"2025-12-02 19:27","2026-02-23","5.4","bmad\.bmad\bmb\workflows\edit-agent\steps\step-03-propose-changes.md"
"2025-12-02 19:27","2026-02-23","5.3","bmad\.bmad\bmb\workflows\edit-agent\steps\step-05-validate.md"
"2025-12-02 19:27","2026-02-23","7.2","bmad\.bmad\bmb\workflows\edit-workflow\steps\step-01-analyze.md"
"2025-12-02 19:27","2026-02-23","2.9","bmad\.bmad\bmb\workflows\edit-workflow\workflow.md"
"2025-12-02 19:27","2026-02-23","3.9","bmad\.bmad\bmb\workflows\create-workflow\steps\step-03-tools-overview.md"
"2025-12-02 19:27","2026-02-23","8.5","bmad\.bmad\bmb\workflows\create-workflow\steps\step-02-gather.md"
"2025-12-02 19:27","2026-02-23","4.9","bmad\.bmad\bmb\workflows\create-workflow\steps\step-04-core-tools.md"
"2025-12-02 19:27","2026-02-23","4.5","bmad\.bmad\bmb\workflows\create-workflow\steps\step-06-external-tools.md"
"2025-12-02 19:27","2026-02-23","4.1","bmad\.bmad\bmb\workflows\create-workflow\steps\step-05-memory-requirements.md"
"2025-12-02 19:27","2026-02-23","0.3","bmad\.bmad\bmb\workflows\create-agent\templates\agent_persona.md"
"2025-12-02 19:27","2026-02-23","0.2","bmad\.bmad\bmb\workflows\create-agent\templates\agent_commands.md"
"2025-12-02 19:27","2026-02-23","0.5","bmad\.bmad\bmb\workflows\create-agent\templates\agent_purpose_and_type.md"
"2025-12-02 19:27","2026-02-23","5.6","bmad\.bmad\bmb\workflows\create-workflow\steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","2.9","bmad\.bmad\bmb\workflows\create-workflow\workflow.md"
"2025-12-02 19:27","2026-02-23","0.7","bmad\.bmad\bmb\workflows\create-workflow\templates\build-summary.md"
"2025-12-02 19:27","2026-02-23","7.6","bmad\.bmad\bmb\workflows\create-workflow\steps\step-12-review.md"
"2025-12-02 19:27","2026-02-23","1.1","bmad\.bmad\bmb\workflows\create-workflow\templates\completion-section.md"
"2025-12-02 19:27","2026-02-23","1.3","bmad\.bmad\bmb\workflows\create-workflow\templates\design-section.md"
"2025-12-02 19:27","2026-02-23","0.2","bmad\.bmad\bmb\workflows\create-workflow\templates\content-template.md"
"2025-12-02 19:27","2026-02-23","4.6","bmad\.bmad\bmb\workflows\create-workflow\steps\step-08-tools-summary.md"
"2025-12-02 19:27","2026-02-23","4.8","bmad\.bmad\bmb\workflows\create-workflow\steps\step-07-installation-guidance.md"
"2025-12-02 19:27","2026-02-23","7.7","bmad\.bmad\bmb\workflows\create-workflow\steps\step-09-design.md"
"2025-12-02 19:27","2026-02-23","7.9","bmad\.bmad\bmb\workflows\create-workflow\steps\step-11-build.md"
"2025-12-02 19:27","2026-02-23","6.6","bmad\.bmad\bmb\workflows\create-workflow\steps\step-10-plan-review.md"
"2025-12-02 19:27","2026-02-23","7.8","bmad\.bmad\bmb\workflows\create-agent\data\reference\agents\expert-examples\journal-keeper\README.md"
"2025-12-02 19:27","2026-02-23","0.1","bmad\.bmad\bmb\workflows\create-agent\data\reference\README.md"
"2025-12-02 19:27","2026-02-23","0.7","bmad\.bmad\bmb\workflows\create-agent\data\reference\agents\expert-examples\journal-keeper\journal-keeper-sidecar\breakthroughs.md"
"2025-12-02 19:27","2026-02-23","1.1","bmad\.bmad\bmb\workflows\create-agent\data\reference\agents\expert-examples\journal-keeper\journal-keeper-sidecar\memories.md"
"2025-12-02 19:27","2026-02-23","2.6","bmad\.bmad\bmb\workflows\create-agent\data\reference\agents\expert-examples\journal-keeper\journal-keeper-sidecar\instructions.md"
"2025-12-02 19:27","2026-02-23","7.3","bmad\.bmad\bmb\workflows\create-agent\data\agent-validation-checklist.md"
"2025-12-02 19:27","2026-02-23","3.9","bmad\.bmad\bmb\workflows\create-agent\workflow.md"
"2025-12-02 19:27","2026-02-23","5","bmad\.bmad\bmb\workflows\create-agent\data\brainstorm-context.md"
"2025-12-02 19:27","2026-02-23","9.1","bmad\.bmad\bmb\workflows\create-agent\data\validation-complete.md"
"2025-12-02 19:27","2026-02-23","0.3","bmad\.bmad\bmb\workflows\create-agent\data\info-and-installation-guide.md"
"2025-12-02 19:27","2026-02-23","5.1","bmad\.bmad\bmb\workflows\create-agent\data\reference\workflows\meal-prep-nutrition\steps\step-01b-continue.md"
"2025-12-02 19:27","2026-02-23","5.6","bmad\.bmad\bmb\workflows\create-agent\data\reference\workflows\meal-prep-nutrition\steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","5.6","bmad\.bmad\bmb\workflows\create-agent\data\reference\workflows\meal-prep-nutrition\steps\step-02-profile.md"
"2025-12-02 19:27","2026-02-23","5.7","bmad\.bmad\bmb\workflows\create-agent\data\reference\workflows\meal-prep-nutrition\steps\step-04-strategy.md"
"2025-12-02 19:27","2026-02-23","5.1","bmad\.bmad\bmb\workflows\create-agent\data\reference\workflows\meal-prep-nutrition\steps\step-03-assessment.md"
"2025-12-02 19:27","2026-02-23","1.3","bmad\.bmad\bmb\workflows\create-agent\data\reference\agents\module-examples\README.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\.bmad\bmb\workflows\create-agent\data\reference\agents\expert-examples\journal-keeper\journal-keeper-sidecar\mood-patterns.md"
"2025-12-02 19:27","2026-02-23","7","bmad\.bmad\bmb\workflows\create-agent\data\reference\agents\simple-examples\README.md"
"2025-12-02 19:27","2026-02-23","24","bmad\.bmad\bmm\testarch\knowledge\email-auth.md"
"2025-12-02 19:27","2026-02-23","3.1","bmad\.bmad\bmb\workflows\create-agent\data\reference\workflows\meal-prep-nutrition\workflow.md"
"2025-12-02 19:27","2026-02-23","3.1","bmad\.bmad\bmb\reference\workflows\meal-prep-nutrition\workflow.md"
"2025-12-02 19:27","2026-02-23","7","bmad\.bmad\bmb\reference\agents\simple-examples\README.md"
"2025-12-02 19:27","2026-02-23","5.6","bmad\.bmad\bmb\reference\workflows\meal-prep-nutrition\steps\step-01-init.md"
"2025-12-02 19:27","2026-02-23","5.6","bmad\.bmad\bmb\reference\workflows\meal-prep-nutrition\steps\step-02-profile.md"
"2025-12-02 19:27","2026-02-23","5.1","bmad\.bmad\bmb\reference\workflows\meal-prep-nutrition\steps\step-01b-continue.md"
"2025-12-02 19:27","2026-02-23","2.6","bmad\.bmad\bmb\reference\agents\expert-examples\journal-keeper\journal-keeper-sidecar\instructions.md"
"2025-12-02 19:27","2026-02-23","0.7","bmad\.bmad\bmb\reference\agents\expert-examples\journal-keeper\journal-keeper-sidecar\breakthroughs.md"
"2025-12-02 19:27","2026-02-23","1.1","bmad\.bmad\bmb\reference\agents\expert-examples\journal-keeper\journal-keeper-sidecar\memories.md"
"2025-12-02 19:27","2026-02-23","1.3","bmad\.bmad\bmb\reference\agents\module-examples\README.md"
"2025-12-02 19:27","2026-02-23","0.8","bmad\.bmad\bmb\reference\agents\expert-examples\journal-keeper\journal-keeper-sidecar\mood-patterns.md"
"2025-12-02 19:27","2026-02-23","0.5","bmad\.bmad\bmb\reference\workflows\meal-prep-nutrition\templates\prep-schedule-section.md"
"2025-12-02 19:27","2026-02-23","1.3","bmad\.bmad\bmb\reference\workflows\meal-prep-nutrition\templates\nutrition-plan.md"
